Nome;Pergunta;Resposta
Triatec;Quais são as contraindicações para Triatec?;Hipersensibilidade à ramiprila. Edema angioneurótico hereditário. Gravidez. Aleitamento. História anterior de edema angioneurótico hereditário: os pacientes devem ser questionados para história anterior de angioedema da face, extremidades, lábios, língua, glote e/ou laringe. Se houver alguma suspeita de que o paciente possa ter edema angioneurótico hereditário, o tratamento com Triatec não deve ser efetuado.
Triaxin Im;Em que situações médicas é recomendado o uso de Triaxin Im?;Usado para tratar infeções causados por bactérias sensíveis à ceftriaxona, como infecção urinária, gonorreia ou penumonia, por exemplo.
Triaxin Im;De que maneira Triaxin Im deve ser administrado?;A administração de Triaxin é feita através de injeção na pele, por um profissional de saúde, e a dosagem pode ser:
Triaxin Im;Quais são os potenciais efeitos indesejados de Triaxin Im?;Os efeitos mais comuns são fezes moles, diarreia, náuseas, vômitos, coceira na pele, diminuição dos valores no exame de sangue, dor de cabeça, tontura e coceira na região genital.
Triaxin Im;Existem situações em que o uso de Triaxin Im não é recomendado?;Não deve ser usado em mulheres grávidas ou que esteja a amamentar e em pessoas com alergia a qualquer componente da fórmula.
Triaxin Im;Como funciona Triaxin Im?;Triaxin contém na sua fórmula ceftriaxona, um antibiótico que elimina uma grande variedade de bactérias responsáveis por diversos tipos de infecções.
Trifedrin;Para que serve Trifedrin?;"Trifedrin Xarope Infantil é indicado para o alívio sintomático da tosse em lactentes e crianças, nas seguintes condições: resfriados comuns, bronquite aguda e crônica, asma alérgica, bronquiolite, ""crupe"" e traqueobronquite."
Trifedrin;Quais são as instruções para o uso correto de Trifedrin?;Crianças com menos de 2 anos de idade: Uso somente sob orientação médica.
Trifedrin;Quais são os possíveis efeitos colaterais associados a Trifedrin?;"Pode ocorrer tanto depressão como excitação do sistema nervoso central, sendo que sonolência ocorre com maior freqüência. Distúrbios do sono e raramente alucinações, foram relatados.Ocasionalmente, relataram-se ""rashes"" cutâneos, com ou sem irritação, taquicardia e boca, nariz e garganta secos.Ocasionalmente, relatou-se retenção urinária em homens que tomavam pseudoefedrina; o aumento prostático pode ter sido um importante fator predisponente."
Trifedrin;Quando não devo usar Trifedrin?;Pacientes com conhecida hipersensibilidade à pseudoefedrina ou triprolidina, ou qualquer outro componente da fórmula.Pacientes portadores de hipertensão ou doença arterial coronariana grave.Pacientes em tratamento com furazolidona.Pacientes que estejam tomando ou tenham tomado, nas duas semanas precedentes, inibidores da monoaminoxidase.
Trifedrin;Quais são os processos biológicos desencadeados por Trifedrin?;A triprolidina propicia alívio sintomático das condições que se acredita serem dependentes, da liberação de histamina. É um potente antagonista competitivo dos receptores H1 histamínicos, com discretas propriedades depressoras do sistema nervoso central que podem causar sonolência.A pseudoefedrina têm atividade simpaticomimética sendo um eficaz descongestionante do trato superior. A pseudoefedrina é substancialmente menos potente que a efedrina na produção de taquicardia e na elevação da pressão arterial sistólica, e consideravelmente menos potente como estimulante do Sistema Nervoso Central.O sulfoguaiacolato de potássio reduz a viscosidade das secreções, aumenta a eficiência do reflexo da tosse e a ação dos cílios na remoção das secreções acumuladas na traquéia e brônquios.
Trilax;Qual é a finalidade do medicamento Trilax?;Trilax é indicado para a artrite reumatoide crônica e aguda, osteoartrose, estados agudos de reumatismo nos tecidos extrarticulares, crises agudas de gota e no tratamento de estados inflamatórios agudos, pós-traumáticos, pós-cirúrgicos ou decorrentes de quadros infecciosos, em adultos.
Trilax;Quais são as instruções para o uso correto de Trilax?;As doses recomendadas de Trilax devem apenas ser indicadas pelo médico, pois a dose recomendada depende do tipo de problema a tratar, da idade e resposta individual de cada paciente ao tratamento.
Trilax;Existem reações adversas conhecidas de Trilax?;Alguns dos efeitos colaterais de Trilax podem incluir má digestão, dor epigástrica, úlcera péptica, náuseas, vômito, diarréia, dor de cabeça, confusão mental, tontura, problemas de visão, inchaço por retenção de eletrólitos, hepatite, pancreatite ou nefrite intersticial.
Trilax;Existem situações em que o uso de Trilax não é recomendado?;Trilax está contraindicado para crianças com menos de 14 anos, pacientes com problemas ou doenças de coração, fígado ou rins, pressão alta grave, úlcera péptica, discrasias sanguíneas, tendência para sangramento sem causa aparente, porfiria, pacientes com asma, urticária ou rinite aguda causada por Ácido Acetilsalicílico e para pacientes com alergia a algum dos componentes da fórmula. Além disso, está também contraindicada a ingestão de outros medicamentos contendo Paracetamol.
Trilax;Quais são os processos biológicos desencadeados por Trilax?;Trilax é um medicamento que tem na sua composição Cafeína, Paracetamol, Diclofenaco Sódico e Carisoprodol, compostos que lhe conferem propriedades analgésicas, anti-inﬂamatórias e relaxantes musculares.
Trileptal;Qual é o propósito principal de Trileptal na área da saúde?;Trileptal é indicado para o tratamento de crises parciais (as quais envolvem os subtipos simples, complexos e crises parciais evoluindo para crises com generalização secundária) e crises tônicoclônicas generalizadas, em adultos e crianças com mais de um mês de idade.Trileptal é indicado como uma droga antiepiléptica de primeira linha para uso como monoterapia ou terapia adjuvante.Trileptal pode substituir outras drogas antiepilépticas quando o tratamento usado não for suficiente para o controle da crise (veja “Farmacodinâmica”).
Trileptal;Quais são as instruções para o uso correto de Trileptal?;"Trileptal é indicado para uso em monoterapia ou em combinação com outros fármacos antiepilépticos. Em monoterapia e em terapia adjuvante, o tratamento com Trileptal deverá ser iniciado com a dose clinicamente efetiva administrada em duas doses divididas (veja “Estudos clínicos”). A dose pode ser aumentada dependendo da resposta clínica do paciente. Quando outras drogas antiepilépticas são substituídas por Trileptal, a dose das drogas antiepilépticas concomitantes deve ser reduzida gradualmente com o início do tratamento com Trileptal. Na terapia adjuvante, como o total de droga antiepiléptica é aumentado, a dose de drogas concomitantes pode ser reduzida e/ou a dose de Trileptal pode ser aumentada mais lentamente (veja “Interações medicamentosas”). Trileptal pode ser administrado com ou sem alimentação.A prescrição de Trileptal suspensão oral deve ser dada em mililitros (veja a tabela 2 de conversão que correlaciona a dose em miligramas e em mililitros).Modo de administraçãoOs comprimidos devem ser tomados com líquido. A suspensão deve ser bem agitada antes do uso e a dose a ser tomada deve ser medida logo após a agitação do líquido. A dose prescrita de suspensão oral deve ser retirada do frasco utilizando-se a seringa dosadora. Trileptal suspensão oral pode ser ingerido diretamente da seringa ou misturado em uma pequena quantidade de água, apenas para administração. Após cada administração de Trileptal suspensão oral, o frasco deve ser fechado e o lado externo da seringa deve ser limpo com pano seco e limpo. Trileptal suspensão oral e Trileptal comprimidos revestidos podem ser trocados quando nas mesmas dosagens. As seguintes recomendações de dose são aplicáveis a todos os pacientes, na ausência de funçãorenal comprometida (veja “Farmacocinética”). Não é necessária a monitoração do nível plasmático da droga. Os comprimidos são sulcados e podem ser divididos para facilitar a deglutição dos mesmos aospacientes. A apresentação de Trileptal suspensão oral está disponível para crianças jovens que não podem engolir comprimidos ou quando a dose requerida não pode ser administrada porcomprimidos.Adultos e pacientes idososMonoterapia: A dose inicial deve ser de 600 mg/dia (8-10 mg/kg/dia) divididos em duas doses. O efeito terapêutico satisfatório é observado com 600 a 2400 mg/dia. Se clinicamente indicado, a dosepode ser elevada através de aumentos de 600 mg/dia aproximadamente em intervalos semanais da dose inicial para atingir a resposta clínica desejada. No hospital, sob controle médico, têm sidoatingidos aumentos de até 2400 mg/dia durante 48 horas. Terapia adjuvante: a dose inicial deve ser de 600 mg/dia (8-10 mg/kg/dia) divididos em duas doses. Respostas terapêuticas foram observadas em dosagem entre 600 mg/dia e 2400 mg/dia. Seclinicamente indicado, a dose pode ser elevada através de aumentos de 600 mg/dia aproximadamente em intervalos semanais da dose inicial para atingir a resposta clínica desejada.Doses diárias acima de 2400 mg/dia não foram sistematicamente estudadas em ensaios clínicos. Há experiência limitada com doses até 4200 mg/dia.CriançasNa monoterapia e na terapia adjuvante, Trileptal deve ser iniciado com a dose de 8-10 mg/kg/dia, divididos em duas doses. Em um estudo de terapia adjuvante em pacientes pediátricos (entre 3 a 17anos), no qual a intenção foi atingir a dose alvo diária de 46 mg/kg/dia, a dose diária média foi 31 mg/kg/dia com a faixa de 6 a 51 mg/kg/dia. No estudo de terapia adjuvante em pacientes pediátricos(entre 1 mês e 4 anos de idade), no qual a intenção foi atingir a dose alvo diária de 60 mg/kg/dia, 56% dos pacientes atingiram a dose final de pelo menos 55 mg/kg/dia. Se clinicamente indicado, a dosepode ser elevada através de aumentos máximos de 10 mg/kg/dia aproximadamente em intervalos semanais da dose inicial, para uma dose diária máxima de 60 mg/kg/dia, para atingir a respostaclínica desejada (veja “Farmacocinética”). Sob monoterapia e terapia adjuvante, quando normalizada pelo peso corpóreo, o clearance (depuração) aparente (L/h/kg) diminui com a idade de tal maneira que crianças entre 1 mês e 4 anos de idade podem requerer o dobro da dose de oxcarbazepina por peso corpóreo em relação aos adultos; e crianças entre 4 a 12 anos de idade podem requerer uma dose 50% maior de oxcarbazepina por peso corpóreo em relação aos adultos (veja “Farmacocinética”). Para crianças entre 1 mês e 4 anos de idade, a influência da indução enzimática dos medicamentos antiepilépticos sobre o seu clearance (depuração) aparente normalizado pelo peso apresentou-se maior em relação a crianças mais velhas. Para crianças entre 1 mês e 4 anos de idade, pode serrecomendado uma dose de oxcarbazepina por peso corpóreo 60% maior na terapia adjuvante sobre medicamentos antiepilépticos indutores enzimáticos em relação à monoterapia e terapia adjuvantecom medicamentos antiepilépticos não indutores enzimáticos. Para crianças mais velhas em tratamento com medicamentos antiepilépticos indutores enzimáticos, pode ser requerida uma dosepor peso corpóreo apenas levemente maior do que suas contrapartes na monoterapia. Trileptal não foi avaliado em estudos clínicos controlados em crianças com menos de 1 mês deidade. Pacientes com insuficiência hepáticaNão é necessário ajuste de dose para pacientes com insuficiência hepática leve a moderada. Trileptal não foi estudado em pacientes com insuficiência hepática grave, portanto, recomenda-secautela na dosagem em pacientes com a função hepática gravemente comprometida (veja “Farmacocinética”).Pacientes com insuficiência renalEm pacientes com função renal comprometida (clearance de creatinina < 30 mL/min) a terapia com Trileptal deve ser iniciada com a metade da dose usual de início, ou seja, 300 mg/dia eaumentada lentamente para atingir a resposta clínica necessária (veja “Farmacodinâmica”). Aumento da dose em pacientes com insuficiência renal requer observação mais cuidadosa."
Trileptal;Quais são os riscos para a saúde relacionados ao uso de Trileptal?;Assim como muitos medicamentos, além dos efeitos benéficos, Trileptal pode causar efeitos adversos os quais são frequentemente leves e geralmente ocorrem no início do tratamento e normalmente desaparecem com o tempo. Alguns efeitos adversos podem ser sérios:Informe seu médico imediatamente ou vá ao pronto-socorro mais próximo se ocorrer qualquer um dos seguintes efeitos adversos:• inchaço dos lábios, pálpebras, face, garganta ou boca, acompanhado de dificuldade de respirar, falar ou engolir (sinais de reação anafilática e angiodema) ou outros sinais de reações de hipersensibilidade como rash da pele, febre e dores nos músculos e nas juntas.• bolhas graves na pele e/ou membranas mucosas dos lábios, olhos, boca, cavidades nasais ou genitais (sinais de reação alérgica séria).• cansaço, falta de ar ao se exercitar, palidez, dor de cabeça, calafrios, tontura, infecções frequentes levando a febre, dor de garganta, ulcerações na boca, sangramento ou formação de feridas mais facilmente que o normal, sangramento do nariz, manchas vermelhas, roxas ou estranhas na pele (sinais de uma redução do número de plaquetas ou redução do número de células sanguíneas).• rash com manchas vermelhas principalmente na face que pode ser acompanhada por fadiga, febre, náusea, perda de apetite (sinais de lúpus eritematoso sistêmico).• letargia, confusão, contração muscular ou agravo significante das convulsões (sintomas que podem estar relacionados ao baixo nível de sódio no sangue) (veja “Contra-indicações e precauções”).• sintomas de gripe com icterícia (sinais de hepatite).• dores abdominais graves na parte superior do estômago, vômito, perda de apetite (sinais de pancreatite).• ganho de peso, cansaço, perda de cabelo, fraqueza muscular, sensação de frio (sinais de baixa atividade da glândula tireóide).• em crianças muito novas (entre 1 mês de idade a 4 anos): letargia, redução do apetite e irritabilidade.Os sinais acima são efeitos adversos potencialmente sérios que podem necessitar de tratamento médico urgente. O médico decidirá se o tratamento com Trileptal deve ser interrompido imediatamente e como continuar com os demais cuidados médicos.Outros efeitos adversos:Informe seu médico se qualquer um dos seguintes efeitos adversos ocorrerem, pois pode ser necessário atenção médica:Comuns (entre 1 a 10 em cada 100 pacientes): tremor, problemas de coordenação, movimentos involuntários dos olhos, ansiedade, nervosismo, depressão.Muito raros (menos que 1 em cada 10.000 pacientes): batimentos cardíacos irregulares, muito rápido ou lento.Informe seu médico se você apresenta os seguintes efeitos adversos e eles te preocupam:Muito comuns (10 ou mais em cada 100 pacientes): cansaço, dores de cabeça, tontura, sonolência, náusea, vômito, visão dupla. Comuns: fraqueza, distúrbios da memória, falta de concentração, apatia, agitação, confusão, visão borrada, constipação, diarréia, dor de estômago (abdominal), acne, perda de cabelo, distúrbios do equilíbrio.Muito raramente, Trileptal está associado à pressão sanguínea alta e deficiência de vitamina B9 (ácido fólico). Alguns dos sinais de deficiência de vitamina B9 são: diarréia, depressão e sinais de diminuição do número das células sanguíneas (veja “Reações adversas – Alguns efeitos adversospodem ser sérios”).Estas reações adversas são geralmente leves a moderadas. Muitos destes efeitos são transitórios e geralmente diminuem com o passar do tempo.Se você notar quaisquer outros efeitos adversos não citados nesta bula, informe ao seu médico ou farmacêutico.
Trileptal;Quando não devo usar Trileptal?;Hipersensibilidade conhecida à oxcarbazepina ou a qualquer outro componente presente nas formulações.
Trimedal;Qual é o propósito principal de Trimedal na área da saúde?;Indicado para o tratamento dos sintomas de gripe e resfriado comum, em adultos.
Trimedal;De que maneira Trimedal deve ser administrado?;A dose recomendada para adultos é de 1 comprimido, de 8 em 8 horas.
Trimedal;Quais são os possíveis efeitos colaterais associados a Trimedal?;Os efeitos colaterais mais comuns podem incluir sonolência, tontura, náusea, vômito, dor e desconforto no estômago, prisão de ventre, diarreia, boca seca, dificuldade para urinar ou visão embaçada.
Trimedal;Quando não devo usar Trimedal?;Contraindicado para grávidas e mulheres amamentando, pacientes com pressão alta, pacientes em tratamento com Paracetamol e para pacientes alérgicos a algum dos componentes da formula.
Trimedal;Como funciona Trimedal?;Trimedal tem em sua composição 5 substâncias, Paracetamol, Maleato de Dimetindeno, Rutosídeo, Cloridrato de Fenilefrina e Ácido Ascórbico, que são responsáveis pelas suas propriedades analgésicas, antitérmicas, anti-histamínicas e descongestionantes.
Trimexazol;Qual é a finalidade do medicamento Trimexazol?;O Trimexazol é usado para tratar a prostatite crônica, melioidose, pneumonia, shigelose, otite média, sinusite, endocardite, meningite, osteomielite, infecção gonococica da faringe, exacerbação de bronquite crônica, infecção urinária, bacteremia e outras infecções desde que causadas por germes sensiveis a outros antibiôticos.
Trimexazol;Como usar Trimexazol?;A forma de tomar varia de acordo com a forma de apresentação:
Trimexazol;Quais os males que Trimexazol pode me causar?;Os efeitos adversos de Trimexazol são náuseas e vômitos, diminuição das plaquetas no exame de sangue, exacerbação de anemia megaloblástica, síndrome de stevens-johnson e lyell, e aparecimento de manchas vermelhas na pele.
Trimexazol;Quando não devo usar Trimexazol?;O Trimexazol deve ser usado com precaução em pessoas com hipersensibilidade aos componentes do medicamento, em mulheres grávidas e a amamentar, pessoas com lesões no fígado, discrasias sanguíneas, insuficiência renal grave, pessoas com deficiência em ggpd.
Trimexazol;Quais são os processos biológicos desencadeados por Trimexazol?;A Associação entre o trimetoprim e o sulfametoxazol, que são as substâncias ativas do Trimexazol, têm uma ação bactericida, devido à inibição da via metabólica do ácido fólico bacteriano.
Trisorb;Em que situações médicas é recomendado o uso de Trisorb?;Trisorb é indicado para ressecamento do olho, alivio do ardor e irritação provocados por poeiras, fumaça, poluentes, produtos químicos, raios ultravioleta, calor seco ou excessivo, ar condicionado, vento e cosméticos.
Trisorb;Qual é a posologia recomendada para Trisorb?;A dose recomendada de Trisorb Solução Oftálmica Lubrificante é de 1 ou 2 gotas em cada olho. Consoante os sintomas exibidos ou consoante sinta necessidade, pode repetir a aplicação de Trisorb Solução Oftálmica Lubrificante ao longo do dia.
Trisorb;Existem reações adversas conhecidas de Trisorb?;Alguns dos efeitos colaterais que Trisorb Solução Oftálmica Lubrificante pode provocar incluem, dor ocular, alterações de visão, vermelhidão ou irritação. Se sentir algum destes sintomas, deverá interromper a aplicação de Trisorb Solução Oftálmica Lubrificante e consultar o seu médico.
Trisorb;Existem situações em que o uso de Trisorb não é recomendado?;A administração de Trisorb Solução Oftálmica Lubrificante é contraindicada a pacientes com alergia à dextrana, à hipromelose e ao glicerol ou a outros componentes da fórmula. Trisorb Solução Oftálmica Lubrificante apenas é indicado para os olhos, e nunca deve ser aplicado noutros locais.
Trisorb;Quais são os processos biológicos desencadeados por Trisorb?;Trisorb Solução Oftálmica Lubrificante Estéril é um produto composto por 3 ingredientes umidificantes, Dextrana 70, Hipromelose e Glicerol, com propriedades refrescantes, que aliviam rapidamente os olhos e previnem irritações causadas por produtos químicos, poluentes do ar, fumaça, pó, raios solares, calor excessivo e vento. Para além destes compostos, Trisorb Solução Oftálmica Lubrificante Estéril também tem na sua composição diversos íons, potássio, magnésio, zinco e cálcio, que são essenciais para o fluido lacrimal.
Trivagel;Em que situações médicas é recomendado o uso de Trivagel?;Trivagel-n é uma pomada vaginal para tratar vulvovaginites, cervicites, uretrites, infecções pós parto, pós-cauterizações do cervix uterino e coceira na vagina.
Trivagel;De que maneira Trivagel deve ser administrado?;O aplicador deve ser carregado até o seu limite, que equivale a 5 g, e aplicar na vagina, 1 vez ao dia, por 7 a 10 dias.
Trivagel;Quais são os potenciais efeitos indesejados de Trivagel?;Pode ocorrer irritação local e sensibilidade.
Trivagel;Quando não devo usar Trivagel?;Este medicamento não deve ser usado em pessoas que apresentem manifestações alérgicas a qualquer de seus componentes.
Trok;Para que serve Trok?;Trok-G em creme ou pomada é indicado no tratamento de inflamações e infecções causadas por problemas ou doenças na pele como psoríase, dermatite de contato, dermatite atópica, líquen simples crônico e plano, eczema, intertrigo, disidrose, dermatites seborreica, esfoliativa, solar e de estase e no tratamento de pruridos anogenital e senil, em adultos e crianças.
Trok;Como usar Trok?;Trok-G em creme ou pomada apenas deve ser usado sob indicação médica, sendo geralmente recomendada a sua aplicação 2 vezes por dia, de preferência 1 vez de manhã e outra à noite, e em quantidade suficiente para cobrir toda a área afetada.
Trok;Quais são os possíveis efeitos colaterais associados a Trok?;Alguns dos efeitos colaterais de Trok-G podem incluir ardor, sensibilidade, coceira e irritação na pele, pele seca ou ressequida, inflamação dos folículos do pelo, excesso de pelo, manchas claras na pele, acne, inflamação da pele com vermelhidão, dor, queimação, pele seca e descamativa.
Trok;Há alguma condição específica em que o uso de Trok é desaconselhado?;Trok-G está contraindicado para pacientes com alergia ao dipropionato de betametasona, ao sulfato de gentamicina ou a algum dos componentes da fórmula.
Trok;Como Trok atua no organismo para produzir seus efeitos?;Trok-G  tem na sua composição Dipropionato de betametasona e Sulfato de gentamicina, compostos que apresentam um inicio de ação rápido, e que são indicados no tratamento de inflamações e infecções causadas por problemas ou doenças na pele.
Trok;Para que serve Trok?;Trok- N está indicado nas afecções de pele, onde se exige ações anti-inflamatória, antibacteriana e antimicótica, causadas por microrganismos sensíveis, como dermatites de contato, dermatite atópica, dermatite seborreica, intertrigo, disidrose e neurodermatite.
Trok;Qual é a posologia recomendada para Trok?;Aplique uma camada fina sobre a área afetada, uma vez ao dia.
Trok;Existem reações adversas conhecidas de Trok?;Informe ao seu médico o aparecimento de reações desagradáveis tais como, ardência, prurido, irritação e ressecamento.
Trok;Quando não devo usar Trok?;Trok- N é contra-indicado em caso de hipersensibilidade conhecida ao cetoconazol, dipropionato de betametasona, sulfato de neomicina ou a qualquer componente da formulação.
Trok;Quais são os princípios do funcionamento de Trok?;Trok- N é um anti-inflamatório, antimicótico e antibacteriano de uso tópico que possui poderosa atividade anti-inflamatória, antimicótica e antibacteriana utilizado no tratamento de uma ampla variedade de dermatoses.
Trombofob;Qual é a finalidade do medicamento Trombofob?;Trombofob Pomada:distensões e contusõestromboflebites e tromboses superficiaisinfiltrados inflamatórios - hematomastenossinovites - epicondilitesflebites pós-injeções e venócliseTrombofob Gel:flebites e tromboflebites superficiaislesões desportivas e acidentais como hematomas, distensões e contusõestenossinovitesflebites pós-injeção endovenosa e venócliseêxtases venosas nas extremidadesContra-Indicações:tendência a hemorragiahipersensibilidade aos componentes da fórmulaincompatibilidade com anticoagulantes
Trombofob;Qual é a posologia recomendada para Trombofob?;Trombofob Pomada:Aplicar tênue camada de Trombofob pomada sobre a pele da região afetada, duas a três vezes ao dia. Evitar Fricção ou massagem em casos de trombose e tromboflebite. Deve-se evitar aplicar a pomada sobre a úlcera, fazendo-se aplicação somente ao seu redor. Não usar Trombofob pomada sobre feridas abertas, mas exclusivamente sobre as áreas cutâneas integras em volta. Também as mucosas, especialmente a conjuntiva ocular, não podem entrar em contato com a pomada.Após a aplicação da pomada, as mãos devem ser lavadas com sabão.Continuar o tratamento durante alguns dias, após desaparecimento dos sintomas.A rubefação da pele após aplicação de Trombofob pomada é indicativa de sua ação terapêutica e conseqüente a hiperemia local.Trombofob Gel:Aplicar sem friccionar e sem massagear, tendo feito uma limpeza anterior da região a ser aplicada, uma fina camada de Trombofob gel sobre as partes afetadas e zona vizinhas, várias vezes por dia.Nas afecções cutâneas abertas, como, por exemplo, nas úlceras varicosas ou lesões traumáticas sangrentas, aplicar o gel ao redor da lesão, mas não diretamente sobre a ferida.
Trombofob;Existem reações adversas conhecidas de Trombofob?;Para ambas as preparações: na utilização de heparina externa é muito raro se relatar reações cutâneas alérgicas. Entretanto, os componentes de base da pomada e do gel podem ocasionar reações de hipersensibilidade em pessoas propensas, especialmente quando existe história de hipersensibilidade devido a exposição prévia.
Tropinal 300 mg;Qual é a finalidade do medicamento Tropinal 300 mg?;Indicado para prevenir e aliviar a dor e as cólicas em alguns órgãos, como estômago, intestino útero e bexiga.
Tropinal 300 mg;Qual é a posologia recomendada para Tropinal 300 mg?;A dose recomendada normalmente é de:
Tropinal 300 mg;Quais os males que Tropinal 300 mg pode me causar?;O uso de Tropinal pode provocar alguns efeitos secundários como reações de alergia, febre, dor no peito, aftas, coceira generalizada, suores frios, náuseas, descoloração da pele e falta de ar. Além disso, podem ainda surgir outros sintomas como secura da boca, dilatação das pupilas, dor ao urinar, prisão de ventre, vômitos, dor nos olhos e tonturas.
Tropinal 300 mg;Em que circunstâncias eu não deveria utilizar Tropinal 300 mg?;Este remédio não poder ser utilizado por pessoas com alergia a qualquer componente da fórmula, que sofram de uma doença nos olhos conhecida por glaucoma, problemas de fígado, rins ou alterações sanguíneas.
Truvada;Em que situações médicas é recomendado o uso de Truvada?;Truvada é indicado para o tratamento da AIDS, em adultos com mais e 18 anos de idade.
Truvada;Quais são as orientações específicas para utilizar Truvada?;As quantidades de Truvada a utilizar e a duração do tratamento dependem do problema a tratar, do estado da doença e dos outros medicamentos que esteja a tomar conjuntamente com Truvada, devendo ser indicadas pelo seu médico.
Truvada;Quais são os possíveis efeitos colaterais associados a Truvada?;Alguns dos efeitos colaterais de Truvada incluem diarreia, náusea, vômito, tonturas, dor de cabeça, urticária na pele, cansaço extremo, dor, dor de estômago, dificuldade em dormir, sonhos anormais, problemas de digestão, enfartamento, gases, urticária, manchas vermelhas e inchaço na pele, coceira, escurecimento da pele em manchas, dificuldade em respirar, inchaço do corpo e confusão.
Truvada;Quais são as contraindicações para Truvada?;Truvada está contraindicado para crianças e adolescentes com menos de 18 anos, pacientes com alergia à emtricitabina, ao tenofovir, ao tenofovir disoproxil fumarato, ou a outros componentes da fórmula.
Truvada;Quais são os princípios do funcionamento de Truvada?;Truvada tem na sua composição emtricitabina e tenofovir disoproxil, dius substâncias com propriedades antirretrovirais, utilizadas para tratar infeções pelo Vírus da Imunodeficiência Humana, HIV. Estas substâncias atuam interferindo com a atividade normal da enzima transcriptase reversa, uma enzima essencial na replicação do vírus da AIDS. Assim, Truvada reduz a quantidade do HIV no organismo e consequentemente melhora o seu sistema de defesa.
Tryptanol;Qual é o propósito principal de Tryptanol na área da saúde?;Tryptanol está indicado principalmente para tratamento de depressão.
Tryptanol;De que maneira Tryptanol deve ser administrado?;Posologia para depressão
Tryptanol;Quais são os possíveis efeitos colaterais associados a Tryptanol?;Tryptanol​ em geral é bem tolerado.
Tryptanol;Há alguma condição específica em que o uso de Tryptanol é desaconselhado?;Você não deve tomar Tryptanol se:
Tryptanol;Como Tryptanol atua no organismo para produzir seus efeitos?;Tryptanol pertence a um grupo de fármacos conhecidos como antidepressivos tricíclicos.
Tums;Qual é a finalidade do medicamento Tums?;Como antiácido, no tratamento da hiperacidez gástrica.
Tums;Quais são as orientações específicas para utilizar Tums?;Uso adulto
Tums;Existem reações adversas conhecidas de Tums?;Obstipação intestinal. Síndrome de leite e alcalinos. Hipercalcemia. O uso prolongado pode levar a comprometimento renal irreversível.Não tome remédio sem o conhecimento do seu médico. Pode ser perigoso para sua saúde.
Tussiflex D;O que Tussiflex D pretende tratar?;Tratamento sintomático da tosse irritante e improdutiva associada a várias condições respiratórias.
Tussiflex D;De que maneira Tussiflex D deve ser administrado?;Xarope adulto: adultos e crianças acima de 12 anos: 1 copo-medida (10 ml), 3 a 4 vezes ao dia. Xarope: infantil: crianças de 3 a 12 anos: 1 copo-medida (10 ml), 3 a 4 vezes ao dia. Crianças de 1 a 3 anos: 1/2 copo-medida (5 ml), 3 a 4 vezes ao dia. Crianças de 6 meses a 1 ano: 1/4 copo-medida (2,5 ml) 3 a 4 vezes ao dia. Gotas: adultos e crianças acima de 12 anos, 30 gotas, 3 a 4 vezes ao dia. Crianças de 3 a 12 anos: 15 gotas, 3 a 4 vezes ao dia. Crianças de 1 a 3 anos: 7 ou 8 gotas, 3 a 4 vezes ao dia. Crianças de 6 meses a 1 ano: 4 gotas, 3 a 4 vezes ao dia. - Superdosagem: as manifestações da superdosagem massiva de dropropizina são sintomas de hipotensão ortostática e sonolência. Não se conhece antídoto específico. O tratamento usual em superdosagem aguda é a indução de vômito ou a administração de carvão ativado, o mais precocemente possível. A lavagem gástrica somente é útil se aplicada muito precocemente, pela rápida absorção intestinal da dropropizina. Esses procedimentos devem ser realizados na ausência de contra-indicações específicas (p. ex.: vômito não deve ser induzido em indivíduos inconscientes).
Tussiflex D;Quais os males que Tussiflex D pode me causar?;Raramente são observadas nas doses terapêuticas recomendadas. Em caso de doses elevadas ou de hipersensibilidade, as reações mais freqüentes são hipotensão ortostática e sonolência.
Tussiflex D;Há alguma condição específica em que o uso de Tussiflex D é desaconselhado?;Indivíduos com sensibilidade conhecida à dropropizina, com insuficiência respiratória severa e hipotensão, em asmáticos e em crianças com menos que 6 meses de idade. Como qualquer outro antitussivo, é contra-indicado quando a tosse for necessária para expectoração de secreções anormalmente excessivas ou de partículas estranhas.
Tygacil;Em que situações médicas é recomendado o uso de Tygacil?;Tygacil é indicado para o tratamento de:
Tygacil;Qual é a posologia recomendada para Tygacil?;Tygacil deve ser usado por infusão intravenosa (IV). Deve ser utilizado em ambiente apropriado, manipulado por pessoal da área de saúde e sob recomendação do médico prescritor.
Tygacil;Quais são os possíveis efeitos colaterais associados a Tygacil?;Nos pacientes que receberam Tygacil, os seguintes efeitos colaterais foram relatados:
Tygacil;Há alguma condição específica em que o uso de Tygacil é desaconselhado?;Tygacil não deve ser usado em pacientes com alergia conhecida a tigeciclina.
Tygacil;Como Tygacil atua no organismo para produzir seus efeitos?;Tygacil age inibindo o crescimento das bactérias. Seu inicio de ação é rápido, ocorrendo em minutos, após ser administrado endovenosamente.
Tylenol;Qual é o propósito principal de Tylenol na área da saúde?;Tylenol Comprimidos 500 mg e 750 mg, Tylenol Gotas, Tylenol AP e Tylenol DC são indicados para a redução da febre e para o alívio temporário de dores, como dor de cabeça, dor no corpo, dor de dente, dor nas costas, dores musculares, dores leves associadas a artrites, cólicas menstruais e a resfriados comuns, em adultos.
